[ 2025-03-30 09:28:57,282 ] 18 root - INFO - Initiate the data ingestion
[ 2025-03-30 09:29:01,584 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-03-30 09:29:01,585 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-03-30 09:29:01,585 ] 75 root - INFO - Exporting train and test file path.
[ 2025-03-30 09:29:01,633 ] 84 root - INFO - Exported train and test file path.
[ 2025-03-30 09:29:01,633 ] 20 root - INFO - Data ingestion completed
[ 2025-03-30 09:29:01,640 ] 24 root - INFO - Initiate the data validation
[ 2025-03-30 09:29:01,733 ] 32 root - INFO - Required number of columns:2
[ 2025-03-30 09:29:01,734 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-30 09:29:01,734 ] 32 root - INFO - Required number of columns:2
[ 2025-03-30 09:29:01,734 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-30 09:29:01,871 ] 26 root - INFO - Data validation completed
[ 2025-03-30 09:29:01,872 ] 29 root - INFO - Data Transformation started
[ 2025-03-30 09:29:01,873 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-03-30 09:29:01,873 ] 65 root - INFO - Starting data transformation
[ 2025-03-30 09:29:01,897 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-03-30 09:29:01,897 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-03-30 09:29:01,948 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-30 09:29:01,953 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-30 09:29:01,953 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-30 09:29:01,956 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-30 09:29:01,959 ] 33 root - INFO - data Transformation completed
[ 2025-03-30 09:29:01,959 ] 35 root - INFO - Model Traning started
