[ 2025-03-25 12:30:30,465 ] 15 root - INFO - Initiate the data ingestion
[ 2025-03-25 12:30:33,849 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-03-25 12:30:33,850 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-03-25 12:30:33,850 ] 75 root - INFO - Exporting train and test file path.
[ 2025-03-25 12:30:33,925 ] 84 root - INFO - Exported train and test file path.
[ 2025-03-25 12:30:33,926 ] 17 root - INFO - Data ingestion completed
[ 2025-03-25 12:30:33,941 ] 21 root - INFO - Initiate the data validation
[ 2025-03-25 12:30:34,039 ] 32 root - INFO - Required number of columns:2
[ 2025-03-25 12:30:34,039 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-25 12:30:34,039 ] 32 root - INFO - Required number of columns:2
[ 2025-03-25 12:30:34,039 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-25 12:30:34,206 ] 23 root - INFO - Data validation completed
