[ 2025-03-26 11:28:37,125 ] 16 root - INFO - Initiate the data ingestion
[ 2025-03-26 11:28:41,681 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-03-26 11:28:41,681 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-03-26 11:28:41,682 ] 75 root - INFO - Exporting train and test file path.
[ 2025-03-26 11:28:41,744 ] 84 root - INFO - Exported train and test file path.
[ 2025-03-26 11:28:41,745 ] 18 root - INFO - Data ingestion completed
[ 2025-03-26 11:28:41,753 ] 22 root - INFO - Initiate the data validation
[ 2025-03-26 11:28:41,868 ] 32 root - INFO - Required number of columns:2
[ 2025-03-26 11:28:41,873 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-26 11:28:41,873 ] 32 root - INFO - Required number of columns:2
[ 2025-03-26 11:28:41,873 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-26 11:28:42,057 ] 24 root - INFO - Data validation completed
[ 2025-03-26 11:28:42,057 ] 27 root - INFO - Data Transformation started
[ 2025-03-26 11:28:42,057 ] 48 root - INFO - enterd initiate _data_transformation method of datatransformation class
[ 2025-03-26 11:28:42,057 ] 50 root - INFO - starting data transformation
[ 2025-03-26 11:28:42,085 ] 35 root - INFO - Entered get_data_transformation_object method of Transformation class
