[ 2025-04-01 11:04:15,447 ] 18 root - INFO - Initiate the data ingestion
[ 2025-04-01 11:04:18,850 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-01 11:04:18,850 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-01 11:04:18,850 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-01 11:04:18,915 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-01 11:04:18,916 ] 20 root - INFO - Data ingestion completed
[ 2025-04-01 11:04:18,939 ] 24 root - INFO - Initiate the data validation
[ 2025-04-01 11:04:19,015 ] 32 root - INFO - Required number of columns:2
[ 2025-04-01 11:04:19,016 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-01 11:04:19,016 ] 32 root - INFO - Required number of columns:2
[ 2025-04-01 11:04:19,017 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-01 11:04:19,153 ] 26 root - INFO - Data validation completed
[ 2025-04-01 11:04:19,154 ] 29 root - INFO - Data Transformation started
[ 2025-04-01 11:04:19,154 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-01 11:04:19,154 ] 65 root - INFO - Starting data transformation
[ 2025-04-01 11:04:19,178 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-01 11:04:19,178 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-01 11:04:19,191 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-01 11:04:19,194 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-01 11:04:19,194 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-01 11:04:19,197 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-01 11:04:19,200 ] 33 root - INFO - data Transformation completed
[ 2025-04-01 11:04:19,200 ] 35 root - INFO - Model Traning started
