[ 2025-03-26 11:22:16,186 ] 16 root - INFO - Initiate the data ingestion
[ 2025-03-26 11:22:19,628 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-03-26 11:22:19,628 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-03-26 11:22:19,628 ] 75 root - INFO - Exporting train and test file path.
[ 2025-03-26 11:22:19,677 ] 84 root - INFO - Exported train and test file path.
[ 2025-03-26 11:22:19,677 ] 18 root - INFO - Data ingestion completed
[ 2025-03-26 11:22:19,683 ] 22 root - INFO - Initiate the data validation
[ 2025-03-26 11:22:19,819 ] 32 root - INFO - Required number of columns:2
[ 2025-03-26 11:22:19,820 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-26 11:22:19,820 ] 32 root - INFO - Required number of columns:2
[ 2025-03-26 11:22:19,820 ] 33 root - INFO - Data frame has columns:31
[ 2025-03-26 11:22:19,937 ] 24 root - INFO - Data validation completed
[ 2025-03-26 11:22:19,938 ] 27 root - INFO - Data Transformation started
[ 2025-03-26 11:22:19,938 ] 48 root - INFO - enterd initiate _data_transformation method of datatransformation class
[ 2025-03-26 11:22:19,938 ] 50 root - INFO - starting data transformation
