[ 2025-04-01 11:16:20,229 ] 18 root - INFO - Initiate the data ingestion
[ 2025-04-01 11:16:24,856 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-04-01 11:16:24,857 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-04-01 11:16:24,857 ] 75 root - INFO - Exporting train and test file path.
[ 2025-04-01 11:16:24,903 ] 84 root - INFO - Exported train and test file path.
[ 2025-04-01 11:16:24,903 ] 20 root - INFO - Data ingestion completed
[ 2025-04-01 11:16:24,909 ] 24 root - INFO - Initiate the data validation
[ 2025-04-01 11:16:25,035 ] 32 root - INFO - Required number of columns:2
[ 2025-04-01 11:16:25,056 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-01 11:16:25,057 ] 32 root - INFO - Required number of columns:2
[ 2025-04-01 11:16:25,057 ] 33 root - INFO - Data frame has columns:31
[ 2025-04-01 11:16:25,199 ] 26 root - INFO - Data validation completed
[ 2025-04-01 11:16:25,199 ] 29 root - INFO - Data Transformation started
[ 2025-04-01 11:16:25,199 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-01 11:16:25,200 ] 65 root - INFO - Starting data transformation
[ 2025-04-01 11:16:25,236 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-01 11:16:25,236 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-01 11:16:25,253 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-01 11:16:25,256 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-01 11:16:25,256 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-01 11:16:25,258 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-01 11:16:25,260 ] 33 root - INFO - data Transformation completed
[ 2025-04-01 11:16:25,260 ] 35 root - INFO - Model Traning started
